DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,,,,LOCATION,Cross Street,LAT,LON
200309155,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,600,3,Southwest,317,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BUDLONG                      AV,26TH                         ST,34.0349,-118.2959
200611642,06/22/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1900,6,Hollywood,643,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,26,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,7300 W  HOLLYWOOD                    BL,,34.1016,-118.3489
200400618,02/18/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1500,4,Hollenbeck,466,1,310,BURGLARY,0344 1602 1402,0,X,X,406,OTHER STORE,,,IC,Invest Cont,310,,,,2500 E  CESAR E CHAVEZ               AV,,34.046,-118.206
201211725,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,520,12,77th Street,1266,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  82ND                         ST,,33.9661,-118.2849
201306533,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1730,13,Newton,1375,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,5500    COMPTON                      AV,,33.9922,-118.2521
201220096,09/07/2020 0:00,09/07/2020 0:00,55,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,2800    SOUTHWEST                    DR,,33.9802,-118.3245
200215749,10/03/2020 0:00,10/02/2020 0:00,2100,2,Rampart,245,1,310,BURGLARY,0325 1601,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2400 W  6TH                          ST,,34.0612,-118.2785
200607194,03/01/2020 0:00,02/29/2020 12:00:00 AM,2200,6,Hollywood,645,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    LANEWOOD                     AV,,34.0992,-118.3414
200508757,04/27/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1000,5,Harbor,564,1,310,BURGLARY,0352 1221 0344 1606,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 W  1ST                          ST,,33.7433,-118.2813
200817173,12/04/2020 0:00,12/02/2020 0:00,900,8,West LA,859,2,354,THEFT OF IDENTITY,1202 0100 0930 1822,65,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 S  SHENANDOAH                   ST,,34.0457,-118.3831
201008154,04/18/2020 12:00:00 AM,04/17/2020 12:00:00 AM,2300,10,West Valley,1019,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341,,,,7500    HASKELL                      AV,,34.2067,-118.4749
200808218,04/10/2020 0:00,04/07/2020 0:00,700,8,West LA,831,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0442 0443 1803,56,M,O,702,OFFICE BUILDING/OFFICE,511,VERBAL THREAT,AO,Adult Other,930,,,,12300    WILSHIRE                     BL,,34.0473,-118.4768
200322412,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,2215,3,Southwest,363,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0430 1100 1309 1402 1407 1419 1822,32,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,4000 W  MARTIN LUTHER KING JR        BL,,34.0155,-118.3427
200917467,11/19/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1630,9,Van Nuys,935,1,121,"RAPE, FORCIBLE",1415 1402 2004 1218 0913 0527 1817 1020,37,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,VAN NUYS                     BL,AETNA,34.1837,-118.4443
200810102,06/01/2020 0:00,05/31/2020 12:00:00 AM,2300,8,West LA,825,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,300 S  BRISTOL                      AV,,34.0531,-118.4874
201214724,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1300,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2004 0400 0416 1814 2000,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 W  80TH                         ST,,33.9669,-118.2794
201116952,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1430,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 0358 1307,30,M,O,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2700 N  VERMONT                      AV,,34.1177,-118.2928
200110884,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,630,1,Central,174,1,520,VEHICLE - ATTEMPT STOLEN,0329 1402 1414 1822 1300 1612,34,M,H,108,PARKING LOT,,,IC,Invest Cont,520,,,,800 S  MAIN                         ST,,34.0428,-118.2532
200209692,05/02/2020 0:00,05/02/2020 0:00,345,2,Rampart,257,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0319 0400 0344,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1300    INGRAHAM                     ST,,34.0531,-118.2671
201221486,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1710,12,77th Street,1263,2,624,BATTERY - SIMPLE ASSAULT,1202 0913 0561 0400 0416,61,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,1600 W  84TH                         ST,,33.9627,-118.3047
200115876,08/05/2020 0:00,08/04/2020 0:00,2015,1,Central,139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1309 1310,46,M,W,101,STREET,,,IC,Invest Cont,745,,,,2ND,ALAMEDA,34.0472,-118.2381
201015379,11/25/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1800,10,West Valley,1067,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1202,70,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,17200    VENTURA                      BL,,34.166,-118.5095
201208527,03/05/2020 0:00,03/05/2020 0:00,1755,12,77th Street,1249,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407 1822,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,,,,6900 S  FIGUEROA                     ST,,33.9774,-118.2827
200918543,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,900,9,Van Nuys,981,2,624,BATTERY - SIMPLE ASSAULT,0444 0446,66,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,15200    DICKENS                      ST,,34.1523,-118.4646
201115710,11/13/2020 12:00:00 AM,11/04/2020 0:00,1500,11,Northeast,1129,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,61,M,W,217,AUTO REPAIR SHOP,,,IC,Invest Cont,331,,,,ELGIN,AVENUE 64,34.1181,-118.1793
200505941,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1515,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,0913 2024 1815 0416,64,M,W,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,1000 W  15TH                         ST,,33.7306,-118.299
200110806,04/21/2020 12:00:00 AM,03/01/2020 0:00,700,1,Central,133,1,480,BIKE - STOLEN,0397 1202 1822 0344,62,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,200 S  BROADWAY,,34.0524,-118.2467
200615256,09/10/2020 0:00,09/10/2020 0:00,1730,6,Hollywood,645,2,354,THEFT OF IDENTITY,1822 0929 0930 1402,38,M,W,101,STREET,,,AA,Adult Arrest,354,,,,SUNSET,MANSFIELD,34.098,-118.3405
200405799,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1320,4,Hollenbeck,402,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3800    LATROBE                      ST,,34.0905,-118.1973
200114111,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1315,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0354 1606 0344 1822,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,34.0416,-118.2671
201205849,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,600,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 W  60TH                         PL,,33.985,-118.2937
200504794,01/11/2020 0:00,01/11/2020 0:00,255,5,Harbor,563,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,44,M,B,116,OTHER/OUTSIDE,,,IC,Invest Cont,420,,,,ALMA                         ST,9TH                          ST,33.7361,-118.299
200700782,09/16/2020 12:00:00 AM,09/15/2020 12:00:00 AM,2240,7,Wilshire,743,2,888,TRESPASSING,1402,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,900 S  GENESEE                      AV,,34.0577,-118.3609
200513464,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,2220,5,Harbor,531,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,62,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,26100    FRAMPTON                     AV,,33.7858,-118.3
200609627,04/28/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2000,6,Hollywood,663,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1601 1606 0344,23,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,1200 N  LAS PALMAS                   AV,,34.0926,-118.3363
200608100,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,200,6,Hollywood,638,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 2004,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,5800    FRANKLIN                     AV,,34.1053,-118.3158
201224146,11/08/2020 0:00,11/08/2020 0:00,1700,12,77th Street,1208,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0416 1814 2000,28,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 W  52ND                         ST,,33.9997,-118.2849
200212231,07/06/2020 0:00,07/05/2020 0:00,2300,2,Rampart,245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3RD                          ST,ALVARADO,34.063,-118.2727
200313564,07/01/2020 0:00,06/27/2020 12:00:00 AM,2000,3,Southwest,327,1,480,BIKE - STOLEN,0344 1251,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1100 W  29TH                         ST,,34.0305,-118.2865
200409662,06/10/2020 0:00,06/10/2020 0:00,1500,4,Hollenbeck,473,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,57,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,400 S  SOTO                         ST,,34.0376,-118.2166
200612411,07/10/2020 0:00,07/08/2020 0:00,1822,6,Hollywood,646,2,354,THEFT OF IDENTITY,1822 0935 1402 0930,59,M,B,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,354,,,,HIGHLAND,SUNSET,34.098,-118.3387
200916469,10/26/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1900,9,Van Nuys,984,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0444,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,14500    DICKENS                      ST,,34.15,-118.4489
200314986,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1020,3,Southwest,397,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 1218 1309 0202,40,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4000    HALLDALE                     AV,,34.0103,-118.3023
200322263,12/25/2020 12:00:00 AM,12/24/2020 12:00:00 AM,300,3,Southwest,356,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,0,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1600 W  35TH                         PL,,34.0237,-118.3054
200216977,11/01/2020 0:00,10/30/2020 12:00:00 AM,600,2,Rampart,251,1,310,BURGLARY,344,0,X,X,213,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2700    WILSHIRE                     BL,,34.0609,-118.2823
200415000,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,526,4,Hollenbeck,478,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3000    WHITTIER                     BL,,34.0305,-118.207
200218184,12/03/2020 0:00,11/16/2020 12:00:00 AM,900,2,Rampart,257,2,354,THEFT OF IDENTITY,1822,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500    WILSHIRE                     BL,,34.0546,-118.2684
200605316,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1630,6,Hollywood,657,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,900 N  WESTERN                      AV,,34.0888,-118.3124
200909757,05/16/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1700,9,Van Nuys,904,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14900    RAYMER                       ST,,34.2131,-118.4584
201206515,02/03/2020 0:00,02/03/2020 0:00,850,12,77th Street,1269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 0554 2021,61,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1000 E  84TH                         ST,,33.9629,-118.2575
201210909,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1415,12,77th Street,1269,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 0361,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  79TH                         ST,,33.9674,-118.2673
200606866,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,2335,6,Hollywood,668,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1822,57,M,H,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5700    SANTA MONICA                 BL,,34.0944,-118.3125
200109615,03/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,100,1,Central,153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0429 1822,36,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,200 W  6TH                          ST,,34.046,-118.2509
200610767,05/27/2020 12:00:00 AM,04/30/2020 12:00:00 AM,730,6,Hollywood,636,2,354,THEFT OF IDENTITY,1822 0928,32,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1700 N  MC CADDEN                    PL,,34.1016,-118.3374
200219136,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,600,2,Rampart,245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 0345 0344 2034,44,M,W,101,STREET,,,IC,Invest Cont,440,,,,CARONDELET,WILSHIRE,34.0601,-118.2805
201117060,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,345,11,Northeast,1145,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0416,26,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,RIVERSIDE                    DR,FLETCHER,34.106,-118.2565
200512867,08/11/2020 0:00,08/11/2020 0:00,1820,5,Harbor,569,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0325 0202 0104 0344 1309 0216,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,100 W  22ND                         ST,,33.725,-118.2825
200907308,03/12/2020 0:00,03/08/2020 0:00,2330,9,Van Nuys,933,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,39,M,B,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),,,IC,Invest Cont,341,,,,6300    VAN NUYS                     BL,,34.1831,-118.4523
200810186,06/01/2020 0:00,06/01/2020 0:00,1620,8,West LA,855,1,330,BURGLARY FROM VEHICLE,0321 1607 0344,93,F,W,503,HOTEL,,,IC,Invest Cont,330,,,,1600    GREENFIELD                   AV,,34.049,-118.4417
200613826,08/11/2020 0:00,06/29/2020 12:00:00 AM,1100,6,Hollywood,656,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,35,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,900    WILCOX                       AV,,34.0871,-118.331
200305955,02/02/2020 0:00,02/02/2020 0:00,1910,3,Southwest,363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0448 2000 1813 1814 0408 1419 0443 0913,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,236,,,,4100    PALMWOOD                     DR,,34.0137,-118.3435
200406609,03/07/2020 0:00,03/07/2020 0:00,1130,4,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,0913 0448 0416,81,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1100 S  FRESNO                       ST,,34.0259,-118.2081
201216442,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1630,12,77th Street,1239,1,761,BRANDISH WEAPON,0913 0561 0319 0443 0334 0432 0602,56,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,5800    BONSALLO                     AV,,33.9875,-118.286
200813055,07/30/2020 12:00:00 AM,07/28/2020 12:00:00 AM,900,8,West LA,852,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1500    ARMACOST                     AV,,34.0416,-118.46
201100719,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2230,11,Northeast,1181,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1810 1402 0416,30,F,O,501,SINGLE FAMILY DWELLING,513,STUN GUN,AA,Adult Arrest,230,,,,2500    ELSINORE                     ST,,34.0805,-118.2685
201210444,04/06/2020 0:00,04/06/2020 0:00,1230,12,77th Street,1243,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1402 1419 1407 0913 0361 0906,64,F,B,501,SINGLE FAMILY DWELLING,103,RIFLE,AO,Adult Other,251,,,,2000 W  65TH                         ST,,33.9806,-118.3134
201307832,03/09/2020 0:00,03/08/2020 0:00,600,13,Newton,1309,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,2000 E  OLYMPIC                      BL,,34.027,-118.2369
200914654,09/14/2020 12:00:00 AM,09/12/2020 0:00,2345,9,Van Nuys,985,2,946,OTHER MISCELLANEOUS CRIME,0344 0448 1402 0314 0500,38,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946,,,,4400    MURIETTA                     AV,,34.1504,-118.4383
200707116,03/07/2020 0:00,03/06/2020 0:00,2300,7,Wilshire,767,1,330,BURGLARY FROM VEHICLE,0344 1307 1501,20,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,4000 W  PICO                         BL,,34.0475,-118.323
200415626,12/05/2020 0:00,12/05/2020 0:00,1330,4,Hollenbeck,423,2,624,BATTERY - SIMPLE ASSAULT,0361 0447 0416 2002 0913,19,M,H,104,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,1800    WORKMAN                      ST,,34.0638,-118.2141
200516860,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,200,5,Harbor,525,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  D                            ST,,33.7742,-118.2626
200608876,04/08/2020 0:00,04/08/2020 0:00,925,6,Hollywood,647,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5800 W  SUNSET                       BL,,34.0998,-118.3211
201305126,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,400,13,Newton,1373,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0507 1218 1206 1415 1409 0913 0545,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,1000 E  53RD                         ST,,33.9943,-118.2582
200713443,08/27/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1808,7,Wilshire,752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,54,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6100    PACKARD                      ST,,34.055,-118.3733
201014597,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,2345,10,West Valley,1097,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,27,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3600    WESTFALL                     DR,,34.1364,-118.4934
201012998,09/04/2020 0:00,09/04/2020 0:00,1,10,West Valley,1043,1,330,BURGLARY FROM VEHICLE,0344 0385 1822,23,M,W,101,STREET,,,IC,Invest Cont,330,,,,5900    RESEDA                       BL,,34.1769,-118.5384
200320775,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1900,3,Southwest,395,2,900,VIOLATION OF COURT ORDER,2038 0913 2000 1814,32,F,B,726,POLICE FACILITY,,,AO,Adult Other,900,,,,1500 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3113
200714289,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,40,7,Wilshire,739,1,210,ROBBERY,0302 0344,52,M,A,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,210,,,,4TH                          ST,ARDEN,34.0671,-118.3259
200212268,07/06/2020 0:00,07/06/2020 0:00,1900,2,Rampart,261,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,51,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,800 S  CARONDELET                   ST,,34.0553,-118.283
200405046,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1330,4,Hollenbeck,491,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1258 1906,12,F,H,720,JUNIOR HIGH SCHOOL,511,VERBAL THREAT,JO,Juv Other,930,,,,1200 S  SOTO                         ST,,34.0233,-118.2222
200305434,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2230,3,Southwest,326,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0446 0416 0408 0448 1813 1814 1243 2002,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2800 S  NORMANDIE                    AV,,34.03,-118.3002
201114664,10/15/2020 12:00:00 AM,10/11/2020 0:00,1650,11,Northeast,1102,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,4000    GARDEN                       AV,,34.124,-118.2675
200812802,08/09/2020 0:00,08/08/2020 0:00,2030,8,West LA,855,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,30,M,B,146,PATIO*,,,IC,Invest Cont,440,,,,10800    SANTA MONICA                 BL,,34.0492,-118.4394
200320482,11/16/2020 12:00:00 AM,11/02/2020 0:00,1200,3,Southwest,331,2,354,THEFT OF IDENTITY,0100 1822,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2900 S  PALM GROVE                   AV,,34.0269,-118.349
200405709,02/13/2020 12:00:00 AM,02/11/2020 0:00,1000,4,Hollenbeck,408,2,814,CHILD PORNOGRAPHY,,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,,,,3600    RANDOLPH                     AV,,34.0873,-118.1817
201222009,10/04/2020 0:00,10/04/2020 0:00,850,12,77th Street,1266,1,350,"THEFT, PERSON",0913 2000 1813 0329 0344,29,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350,,,,8100 S  HOOVER                       ST,,33.9655,-118.2871
200212565,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,2040,2,Rampart,212,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0447,0,X,X,301,GAS STATION,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,740,,,,300 N  VERMONT                      AV,,34.0763,-118.2917
201207223,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,630,12,77th Street,1249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1309 0340 1822,23,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,FLORENCE                     AV,FLOWER                       ST,33.9747,-118.2812
200215094,09/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1810,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,0344 1300 1605 0329,27,M,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,LUCAS                        AV,WILSHIRE                     BL,34.053,-118.2649
